figure,file,sha256,pixels,captureDate,source,apkSha256,scenario,player,region,centerWorld,span,yaw,tilt,quality,grid_requested,territory_requested,turn,UI,PC_reference,caveat
F24U,runtime/images/r09-attack-march-0-ui.png,efdcbbb8e52505e0e12251a1950c2abb8a9baf51f9c3d756b25fd37782178b64,1080x1920,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"85.0,76.5",5.0,0.0,48.0,MEDIUM,false,0,1,included,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F25S,runtime/images/r09-attack-march-1-surface.png,b2adc9fdd5f25f50f8616fa1fde96c2b2c1fe080907d6fd1e4b9c91964a0b2d9,1080x1172,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"92.0,79.0",5.0,0.0,48.0,MEDIUM,false,0,2,excluded,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F25U,runtime/images/r09-attack-march-1-ui.png,4478cf894223ce9c1c3c929347f9b6294d98a4c36f4b6c68f310ddafb0a1a51c,1080x1920,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"92.0,79.0",5.0,0.0,48.0,MEDIUM,false,0,2,included,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F26S,runtime/images/r09-attack-march-2-surface.png,1506525cf363ba863a52cf0287cb8bbc005e12e0cc25f59d8dcadb57c6d3c7f7,1080x1172,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"92.0,79.0",5.0,0.0,48.0,MEDIUM,false,0,3,excluded,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F26U,runtime/images/r09-attack-march-2-ui.png,9022873f562184bddd103e99c5f19b40760f798368dd58f58f6db0bbfefef0c0,1080x1920,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"92.0,79.0",5.0,0.0,48.0,MEDIUM,false,0,3,included,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F27S,runtime/images/r09-hostile-attack-surface.png,72d72bc0210d500716d0c84616b358d9120c8aa1d9a1fff651885a77c84f517f,1080x1147,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"93.0,79.5",5.0,90.0,48.0,MEDIUM,false,0,4,excluded,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F27U,runtime/images/r09-hostile-attack-ui.png,471e79feb078f6519e0c73988297b9d3b66caf23e6f7d46cc103517986a88353,1080x1920,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"93.0,79.5",5.0,90.0,48.0,MEDIUM,false,0,4,included,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F28S,runtime/images/r09-loaded-surface.png,59912f9d375e304ed10dd403d04863e71e8f92a004fe168500247d7c4325ef56,1080x1348,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"79.0,69.5",5.0,90.0,48.0,MEDIUM,false,0,4,excluded,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F28U,runtime/images/r09-loaded-ui.png,b8ac8c6172e625f109e472d0a662bef19f0b8dfb9e32bf89af3b7c336924432b,1080x1920,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,0970bfbb9bda2a0bf0f16e36c7a83cab300adc61feebeb9db41e123598d7da31,coalition-190,5,q120..151/r68..99,"79.0,69.5",5.0,90.0,48.0,MEDIUM,false,0,4,included,PC-LUOYANG-USER-02-R09; exact camera/season UNKNOWN,Raw TXT reference missing field predates user URL. UI refresh/overlay coherence FAIL; requested controls do not prove correct displayed overlay.
F29U,runtime/images/r09-2d-same-state.png,06b576a425a8d75d4f665b9a49c51a30f70cb1b41ba4ceefabd93ea838cf2480,1080x1920,2026-09-24,dd11eeaaf7866ed2695e16ee3a093d05291b011a,,coalition-190,5,,,,,,,,,,included,,2D state parity; no Surface capture for 2D
