id	sourceId	name	stats	aptitudes	birth	death	appearance	skillId	status	source	relationsRaw	personality	gender
10186	186	高定	55,63,43,42,46	BBCCBC	190	251	209	none	collected	rlu-officers	原表空白	小心	男
10187	187	高堂隆	35,24,76,85,70	CCCCAC	190	244	210	none	collected	rlu-officers	原表空白	冷靜	男
10188	188	高沛	66,61,69,57,52	CBACBC	170	212	189	none	collected	rlu-officers	親近武將=楊懷	剛膽	男
10189	189	皇甫嵩	87,61,73,51,72	SBACSC	132	195	184	skill-053	collected	rlu-officers	原表空白	剛膽	男
10190	190	孔融	30,5,72,75,65	CCCCCC	153	208	184	none	collected	rlu-officers	親近武將=楊修	小心	男
10191	191	高覽	76,82,66,55,62	BCCACC	159	201	184	none	collected	rlu-officers	親近武將=張郃；厭惡武將=郭圖	剛膽	男
10192	192	伍延	66,73,42,49,64	BBBCCA	234	280	253	none	collected	rlu-officers	原表空白	剛膽	男
10193	193	吳巨	49,61,23,51,54	CCCBCC	151	211	184	none	collected	rlu-officers	原表空白	小心	男
10194	194	國淵	50,19,71,86,74	CCBCAC	160	219	184	skill-078	collected	rlu-officers	原表空白	冷靜	男
10195	195	吳景	69,66,51,65,66	BCACCA	159	203	184	none	collected	rlu-officers	父親=20 59	剛膽	男
10196	196	吾彥	74,72,77,69,68	CBACBA	235	297	253	skill-083	collected	rlu-officers	原表空白	冷靜	男
10197	197	吳綱	48,38,65,65,72	CBCCCB	216	275	235	none	collected	rlu-officers	原表空白	冷靜	男
10198	198	吳國太	30,21,70,74,81	CBCCCB	161	216	184	skill-096	collected	rlu-officers	父親=20 59；親近武將=孫尚香；親近武將_2=劉備	剛膽	女
10199	199	胡濟	57,39,68,72,65	BCBCBC	207	264	223	none	collected	rlu-officers	原表空白	冷靜	男
10200	200	吾粲	68,41,78,75,67	CBACBA	181	245	206	skill-011	collected	rlu-officers	原表空白	剛膽	男
10201	201	胡質	73,46,74,77,72	CBBCCC	192	250	214	none	collected	rlu-officers	原表空白	冷靜	男
10202	202	吳質	16,29,68,57,37	CCCCCC	177	230	196	none	collected	rlu-officers	親近武將=司馬懿；親近武將_2=曹丕；親近武將_3=陳群	小心	男
10203	203	胡車兒	26,82,41,2,30	CBCBCC	164	206	188	skill-021	collected	rlu-officers	原表空白	剛膽	男
10204	204	胡遵	70,76,52,50,62	ABCABC	200	256	219	none	collected	rlu-officers	原表空白	剛膽	男
10205	205	胡軫	65,74,12,15,21	BCCACC	146	190	185	none	collected	rlu-officers	原表空白	豬突	男
10206	206	顧譚	33,23,70,79,75	CCCCCB	203	244	218	none	collected	rlu-officers	父親=顧雍；親近武將=諸葛恪；親近武將_2=孫登；親近武將_3=張休；親近武將_4=陳表	冷靜	男
10207	207	兀突骨	72,86,1,3,21	ASBCCC	186	225	217	skill-031	collected	rlu-officers	原表空白	豬突	男
10208	208	胡班	55,55,58,50,62	CBBCCB	179	233	198	none	collected	rlu-officers	原表空白	冷靜	男
10209	209	吳班	74,71,56,45,66	ABBBCB	171	234	190	none	collected	rlu-officers	原表空白	剛膽	男
10210	210	胡奮	71,76,50,52,55	CBCASC	222	288	236	skill-017	collected	rlu-officers	父親=胡遵	豬突	男
10211	211	顧雍	43,18,80,90,76	CCCCBC	168	243	197	skill-085	collected	rlu-officers	親近武將=張紘	冷靜	男
10212	212	吳蘭	62,80,35,36,50	BBCBCC	170	218	189	none	collected	rlu-officers	親近武將=雷銅	豬突	男
10213	213	胡烈	73,67,72,65,69	BAABBC	225	272	239	none	collected	rlu-officers	父親=胡遵	冷靜	男
10214	214	崔琰	18,55,70,83,75	CCCCCC	162	216	184	skill-085	collected	rlu-officers	親近武將=司馬朗	冷靜	男
10215	215	蔡琰	12,11,76,80,85	CCCBCC	168	224	184	skill-076	collected	rlu-officers	原表空白	冷靜	女
10216	216	蔡和	39,50,1,26,45	CCBCCA	166	208	185	none	collected	rlu-officers	父親=20 15	小心	男
10217	217	蔡氏	8,7,69,58,66	CCCCCB	159	208	184	none	collected	rlu-officers	父親=20 16；親近武將=劉琮；厭惡武將=劉琦；厭惡武將_2=劉備	剛膽	女
10218	218	蔡中	40,54,2,22,43	CBCCCA	168	208	187	none	collected	rlu-officers	父親=20 15	小心	男
10219	219	蔡瑁	77,70,77,72,62	BBBCCS	160	208	184	skill-005	collected	rlu-officers	父親=20 16；親近武將=張允；親近武將_2=劉琮；厭惡武將=劉琦；厭惡武將_2=劉備	小心	男
10220	220	崔林	32,22,66,78,76	CCBCCC	187	244	207	none	collected	rlu-officers	親近武將=王經	剛膽	男
10221	221	左奕	62,66,51,43,57	CABCCC	232	280	251	none	collected	rlu-officers	原表空白	冷靜	男
10222	222	笮融	60,69,38,21,14	BACCAC	161	195	184	skill-021	collected	rlu-officers	原表空白	豬突	男
10223	223	施朔	38,65,47,21,54	CBBCCC	226	268	245	none	collected	rlu-officers	原表空白	剛膽	男
10224	224	師纂	60,72,54,46,14	ABCBCC	215	264	234	none	collected	rlu-officers	原表空白	剛膽	男
10225	225	司馬懿	98,63,96,93,87	SAASAC	179	251	198	skill-067	collected	rlu-officers	父親=20 17；親近武將=吳質；親近武將_2=曹叡；親近武將_3=曹丕；親近武將_4=張郃；親近武將_5=陳群	冷靜	男
10226	226	司馬炎	69,59,76,79,74	CCBBCC	236	290	250	none	collected	rlu-officers	父親=司馬昭；親近武將=賈充；親近武將_2=諸葛靚；厭惡武將=文鴦	剛膽	男
10227	227	司馬師	80,64,88,82,78	ABBBCC	208	255	222	skill-072	collected	rlu-officers	父親=司馬懿；親近武將=司馬昭；親近武將_2=徐質；親近武將_3=陳泰	剛膽	男
10228	228	司馬昭	76,57,87,88,80	ABABBC	211	265	225	skill-073	collected	rlu-officers	父親=司馬懿；親近武將=司馬師；親近武將_2=陳泰	冷靜	男
10229	229	司馬伷	61,52,61,66,62	CCBCCA	227	283	241	none	collected	rlu-officers	父親=司馬懿	小心	男
10230	230	司馬孚	70,37,76,79,85	BBBCBC	180	272	199	none	collected	rlu-officers	父親=20 17；親近武將=曹髦	冷靜	男
10231	231	司馬望	73,58,78,65,42	CBCBCC	205	271	219	none	collected	rlu-officers	父親=司馬孚	冷靜	男
10232	232	司馬攸	71,68,75,77,87	BBABBC	248	283	253	skill-096	collected	rlu-officers	父親=司馬昭	冷靜	男
10233	233	司馬朗	20,21,71,82,81	CCBCCC	171	217	190	none	collected	rlu-officers	父親=20 17；親近武將=王淩；親近武將_2=賈逵；親近武將_3=崔琰	小心	男
10234	234	謝旌	64,76,34,33,44	ACCBCB	178	221	197	none	collected	rlu-officers	原表空白	豬突	男
10235	235	車冑	49,49,40,58,50	CBCBCC	164	199	184	none	collected	rlu-officers	原表空白	小心	男
10236	236	沙摩柯	60,84,25,14,44	CSACCC	167	222	206	skill-051	collected	rlu-officers	原表空白	豬突	男
10237	237	朱異	70,68,60,45,54	BABCCA	201	257	215	none	collected	rlu-officers	父親=朱桓；厭惡武將=文欽	剛膽	男
10238	238	周昕	65,62,72,65,61	BCACCC	159	196	184	skill-097	collected	rlu-officers	父親=20 18	豬突	男
10239	239	周昂	74,65,62,49,62	CCACAC	162	195	184	none	collected	rlu-officers	父親=20 18	豬突	男
10240	240	周旨	65,85,41,29,43	CCCASA	233	295	252	skill-004	collected	rlu-officers	原表空白	豬突	男
10241	241	周倉	62,84,42,33,60	CACBCA	164	219	184	skill-004	collected	rlu-officers	親近武將=關羽；親近武將_2=關平；親近武將_3=裴元紹	剛膽	男
10242	242	周泰	76,91,48,38,60	ASCACS	171	225	189	skill-047	collected	rlu-officers	親近武將=蔣欽；親近武將_2=孫權	豬突	男
10243	243	州泰	71,64,71,64,59	ABBBBC	207	261	226	none	collected	rlu-officers	原表空白	冷靜	男
10244	244	周魴	52,41,80,75,59	CCBCCC	200	240	219	skill-054	collected	rlu-officers	原表空白	冷靜	男
10246	246	朱桓	84,82,73,56,59	SAABCS	177	238	196	skill-034	collected	rlu-officers	原表空白	剛膽	男
10247	247	朱據	77,57,72,70,76	ABABBS	190	246	209	skill-005	collected	rlu-officers	原表空白	冷靜	男
10248	248	祝融	74,85,29,24,74	ASCBCC	193	246	214	skill-009	collected	rlu-officers	父親=20 19；親近武將=孟獲	豬突	女
10249	249	朱雋	78,65,70,71,73	BAABAC	149	195	184	skill-053	collected	rlu-officers	原表空白	冷靜	男
10250	250	朱然	79,69,71,60,75	AAACBS	182	249	196	skill-038	collected	rlu-officers	父親=朱治；親近武將=孫權	剛膽	男
10251	251	朱治	71,56,72,73,75	BBABCC	156	224	184	skill-093	collected	rlu-officers	原表空白	冷靜	男
10252	252	朱褒	68,73,34,32,40	CABCAC	191	225	209	none	collected	rlu-officers	原表空白	豬突	男
10253	253	朱靈	71,73,67,53,42	BCCACC	170	236	189	none	collected	rlu-officers	原表空白	冷靜	男
10255	255	淳于瓊	72,66,29,29,36	BCCBCC	146	200	184	none	collected	rlu-officers	原表空白	豬突	男
10256	256	荀顗	16,13,70,74,69	CCCCCC	207	281	226	none	collected	rlu-officers	父親=荀彧；親近武將=鍾毓；親近武將_2=陳泰；親近武將_3=傅嘏	小心	男
10257	257	荀勗	8,19,77,72,53	CCCCCC	225	289	244	none	collected	rlu-officers	父親=20 22	小心	男
10258	258	荀諶	19,25,77,78,64	CCCCCC	164	208	184	none	collected	rlu-officers	父親=20 20	冷靜	男
10259	259	荀攸	73,26,94,88,84	BBBBBC	157	214	184	skill-064	collected	rlu-officers	父親=20 21；親近武將=鍾繇	冷靜	男
10260	260	焦彝	62,69,63,42,52	BCCBBC	219	266	238	none	collected	rlu-officers	原表空白	豬突	男
10261	261	鍾毓	32,12,71,76,72	CCBCBC	223	263	238	skill-098	collected	rlu-officers	父親=鍾繇；親近武將=荀顗；親近武將_2=陳泰；親近武將_3=傅嘏	冷靜	男
10262	262	蔣琬	78,34,84,93,81	BBACSA	188	246	207	skill-074	collected	rlu-officers	原表空白	冷靜	男
10263	263	鍾會	82,51,91,79,66	BBACAC	225	264	239	skill-065	collected	rlu-officers	父親=鍾繇；親近武將=蔣斌；厭惡武將=鄧艾	冷靜	男
10264	264	蔣幹	9,6,65,64,47	CCCCCC	175	239	194	none	collected	rlu-officers	原表空白	小心	男
10265	265	蔣義渠	71,58,57,51,55	CCBBCC	159	205	184	none	collected	rlu-officers	原表空白	剛膽	男
10266	266	小喬	16,12,73,77,92	CCBCCA	178	210	194	skill-075	collected	rlu-officers	父親=橋玄；親近武將=周瑜；親近武將_2=孫尚香；親近武將_3=大喬	剛膽	女
10267	267	蔣欽	78,84,51,42,74	BASBCS	168	219	187	skill-036	collected	rlu-officers	親近武將=周泰	豬突	男
10268	268	蔣濟	48,43,85,77,56	CBACBC	188	249	207	none	collected	rlu-officers	親近武將=溫恢	冷靜	男
10269	269	譙周	3,3,66,71,50	CCCCCC	201	270	220	none	collected	rlu-officers	厭惡武將=姜維；厭惡武將_2=諸葛亮	小心	男
10270	270	蔣舒	55,76,35,29,30	CACBCC	225	290	244	none	collected	rlu-officers	原表空白	小心	男
10271	271	焦觸	65,72,33,32,39	CCCACC	159	208	184	none	collected	rlu-officers	原表空白	小心	男
10272	272	向寵	76,61,76,67,71	BBACCC	195	240	214	skill-028	collected	rlu-officers	父親=20 24	冷靜	男
10273	273	邵悌	21,15,72,66,54	CCCCCC	224	268	243	none	collected	rlu-officers	原表空白	冷靜	男
10274	274	蔣班	63,73,62,41,48	BCBCBC	227	282	246	none	collected	rlu-officers	原表空白	豬突	男
10275	275	蔣斌	27,23,64,73,74	CCBCCC	216	263	230	none	collected	rlu-officers	父親=蔣琬；親近武將=鍾會	小心	男
10276	276	鍾繇	70,24,76,91,80	CCBBCC	151	230	184	skill-080	collected	rlu-officers	親近武將=魏諷；親近武將_2=荀彧；親近武將_3=荀攸；親近武將_4=張既	冷靜	男
10277	277	鍾離牧	77,72,73,65,71	CABCAA	214	269	233	skill-093	collected	rlu-officers	原表空白	剛膽	男
10278	278	向朗	28,18,73,74,69	CCBCCC	167	247	196	none	collected	rlu-officers	父親=20 23；親近武將=馬謖	冷靜	男
10279	279	徐榮	80,76,57,43,42	BBCSCC	147	190	186	skill-003	collected	rlu-officers	原表空白	豬突	男
10280	280	諸葛恪	72,47,90,80,60	BCACCB	203	253	217	skill-064	collected	rlu-officers	父親=諸葛瑾；親近武將=顧譚；親近武將_2=孫登；親近武將_3=張休；親近武將_4=陳表；厭惡武將=孫峻；厭惡武將_2=滕胤	豬突	男
10281	281	諸葛喬	62,27,75,70,77	CCACAB	204	228	218	none	collected	rlu-officers	父親=諸葛瑾	冷靜	男
10282	282	諸葛瑾	75,34,81,89,90	CBACCA	174	241	195	skill-086	collected	rlu-officers	父親=20 25；親近武將=嚴畯；親近武將_2=張承；親近武將_3=步騭；親近武將_4=魯肅	冷靜	男
10283	283	諸葛均	29,25,51,66,71	CCBCBC	185	252	208	none	collected	rlu-officers	父親=20 25	冷靜	男
10284	284	諸葛緒	41,40,29,46,48	CCCBCC	218	286	237	none	collected	rlu-officers	原表空白	小心	男
10285	285	諸葛尚	64,77,62,55,68	AABBBC	246	263	253	skill-030	collected	rlu-officers	父親=諸葛瞻；親近武將=諸葛亮	豬突	男
10286	286	諸葛靚	58,63,66,65,68	BBBCBB	241	300	253	none	collected	rlu-officers	父親=諸葛誕	剛膽	男
10287	287	諸葛瞻	71,60,70,72,75	BBABAB	227	263	241	skill-016	collected	rlu-officers	父親=諸葛亮	剛膽	男
10288	288	諸葛誕	81,72,71,75,82	BAABCB	206	258	225	skill-028	collected	rlu-officers	親近武將=夏侯玄；親近武將_2=毌丘儉；親近武將_3=曹爽；親近武將_4=張緝；親近武將_5=李豐；厭惡武將=文欽	剛膽	男
10290	290	徐晃	88,90,74,48,71	ASBABC	165	228	188	skill-073	collected	rlu-officers	親近武將=關羽；厭惡武將=王平	冷靜	男
10291	291	徐氏	41,16,80,70,84	CBBCCB	183	232	197	skill-056	collected	rlu-officers	親近武將=孫翊	冷靜	女
10292	292	徐質	68,83,24,26,44	BCCACC	207	253	226	none	collected	rlu-officers	親近武將=司馬師	豬突	男
10293	293	徐庶	84,64,93,80,81	SAAABB	178	232	206	skill-020	collected	rlu-officers	親近武將=劉備	冷靜	男
10294	294	徐盛	87,81,78,65,73	ASABBS	177	234	196	skill-029	collected	rlu-officers	親近武將=丁奉	剛膽	男
10295	295	徐邈	55,32,67,82,79	CCBCCC	171	249	190	skill-092	collected	rlu-officers	原表空白	冷靜	男
10296	296	沈瑩	70,77,61,42,65	BABCCA	235	280	253	skill-035	collected	rlu-officers	原表空白	豬突	男
10297	297	申儀	55,59,59,56,47	CBBCCC	190	252	209	none	collected	rlu-officers	父親=20 26；厭惡武將=孟達	小心	男
10298	298	辛憲英	42,28,84,76,75	CCBCAB	191	269	205	skill-072	collected	rlu-officers	父親=辛毘	冷靜	女
10299	299	岑昏	1,1,33,13,4	CCCCCC	239	280	253	none	collected	rlu-officers	親近武將=孫皓	小心	男
10300	300	甄氏	15,4,71,66,94	CCCCCB	182	221	200	skill-069	collected	rlu-officers	親近武將=曹植	冷靜	女
10301	301	辛敞	50,26,42,68,67	CCBCCC	210	272	224	none	collected	rlu-officers	父親=辛毘	小心	男
10302	302	申耽	56,62,52,41,47	BCBCCC	188	254	207	none	collected	rlu-officers	父親=20 26；厭惡武將=孟達	小心	男
10303	303	審配	84,60,83,73,70	BAABAC	156	204	184	skill-029	collected	rlu-officers	親近武將=袁紹；親近武將_2=逢紀；厭惡武將=郭圖；厭惡武將_2=許攸；厭惡武將_3=辛評；厭惡武將_4=田豐	剛膽	男
10304	304	辛毘	39,24,78,79,72	CCBCCC	171	240	189	none	collected	rlu-officers	父親=20 27	冷靜	男
10305	305	辛評	69,43,76,75,68	ACBCBC	165	204	184	none	collected	rlu-officers	父親=20 27；厭惡武將=審配	冷靜	男
10306	306	秦宓	16,7,72,78,76	CCCCCC	160	226	192	none	collected	rlu-officers	親近武將=簡雍	冷靜	男
10307	307	秦朗	58,70,35,15,42	BCCBCC	192	234	211	none	collected	rlu-officers	原表空白	剛膽	男
10308	308	眭元進	52,68,45,32,49	CBBCBC	155	200	184	none	collected	rlu-officers	原表空白	豬突	男
10309	309	眭固	63,71,38,7,33	ACBCCC	151	199	184	skill-021	collected	rlu-officers	原表空白	豬突	男
10310	310	鄒氏	4,6,36,42,89	CCCBCC	165	197	184	skill-075	collected	rlu-officers	配偶=張濟	小心	女
10311	311	鄒靖	70,64,66,59,67	ACBBCC	144	193	184	none	collected	rlu-officers	原表空白	冷靜	男
10312	312	鄒丹	61,64,34,37,39	CCCACC	148	195	184	none	collected	rlu-officers	原表空白	剛膽	男
10313	313	成宜	74,72,41,48,56	BCCABC	168	211	184	skill-081	collected	rlu-officers	原表空白	豬突	男
10314	314	成公英	73,71,80,62,68	CBBAAC	172	220	189	skill-092	collected	rlu-officers	原表空白	冷靜	男
10315	315	盛曼	61,68,66,50,57	CBACBA	225	276	244	none	collected	rlu-officers	原表空白	剛膽	男
10316	316	石苞	69,71,56,53,60	ABBBBC	214	272	233	skill-097	collected	rlu-officers	親近武將=鄧艾	剛膽	男
10317	317	薛瑩	49,18,64,74,62	CCBCBB	223	282	237	none	collected	rlu-officers	父親=薛綜	小心	男
10318	318	薛珝	17,15,68,72,49	CCCCBB	221	271	235	none	collected	rlu-officers	父親=薛綜	冷靜	男
10319	319	薛綜	34,16,72,80,63	CCCCBB	187	243	206	none	collected	rlu-officers	原表空白	小心	男
10320	320	全禕	61,68,44,32,56	BCBCCA	230	274	244	none	collected	rlu-officers	父親=全端	剛膽	男
10321	321	全懌	60,63,38,43,53	CBBCCA	212	265	226	none	collected	rlu-officers	父親=全琮	小心	男
10322	322	全紀	49,69,61,70,63	BCBCCB	231	258	245	none	collected	rlu-officers	父親=全尚	剛膽	男
10323	323	單經	71,68,43,49,54	BCCABC	156	199	184	none	collected	rlu-officers	原表空白	豬突	男
10324	324	全尚	2,4,12,41,59	CCCCCB	208	258	227	none	collected	rlu-officers	原表空白	小心	男
10325	325	全琮	78,72,71,61,67	ABACAS	183	249	202	skill-014	collected	rlu-officers	親近武將=孫魯班；厭惡武將=孫和	剛膽	男
10326	326	全端	67,64,39,37,59	BBCCCA	204	261	218	none	collected	rlu-officers	父親=全琮	小心	男
10327	327	曹宇	50,43,37,52,60	BBCCCC	199	260	213	none	collected	rlu-officers	父親=曹操；親近武將=曹叡	小心	男
10328	328	曹叡	72,52,82,82,88	BCABBB	205	239	219	skill-013	collected	rlu-officers	父親=曹丕；親近武將=司馬懿；親近武將_2=甄氏；親近武將_3=曹宇；親近武將_4=曹植；厭惡武將=何晏；厭惡武將_2=諸葛誕	冷靜	男
10329	329	曹奐	13,15,30,45,65	CCCCCC	246	302	253	none	collected	rlu-officers	父親=曹宇	小心	男
10330	330	曹羲	30,26,50,53,45	CCBCCC	210	249	224	none	collected	rlu-officers	父親=曹真	小心	男
10331	331	曹休	74,75,58,56,67	BCSACB	174	228	189	skill-050	collected	rlu-officers	父親=20 29	豬突	男
10332	332	曹訓	18,34,11,13,28	CCCBCC	212	249	226	none	collected	rlu-officers	父親=曹真	小心	男
10333	333	宋憲	68,77,38,27,31	BBCACC	157	200	184	none	collected	rlu-officers	親近武將=魏續；親近武將_2=侯成	豬突	男
10334	334	宋謙	66,78,42,39,64	CACBCB	175	227	194	none	collected	rlu-officers	原表空白	剛膽	男
10335	335	曹昂	74,67,66,68,77	BACBCC	175	197	189	skill-033	collected	rlu-officers	父親=曹操；親近武將=典韋	剛膽	男
10336	336	曹洪	79,81,44,35,54	SACACC	169	232	188	skill-012	collected	rlu-officers	父親=20 32；親近武將=夏侯淵；親近武將_2=夏侯惇；親近武將_3=曹仁	豬突	男
10337	337	曹純	75,71,60,35,72	BCCSCC	170	210	189	none	collected	rlu-officers	父親=20 31	豬突	男
10338	338	曹彰	82,90,40,35,76	ABCSBC	190	223	204	skill-049	collected	rlu-officers	父親=曹操；母親=卞氏；親近武將=曹植	豬突	男
10339	339	曹植	18,22,81,70,80	CCCCBC	192	232	206	skill-076	collected	rlu-officers	父親=曹操；母親=卞氏；親近武將=王粲；親近武將_2=甄氏；親近武將_3=曹叡；親近武將_4=曹彰；親近武將_5=陳琳；厭惡武將=曹丕	冷靜	男
10340	340	曹真	87,74,68,72,88	ABBSCC	185	231	204	skill-020	collected	rlu-officers	父親=20 30；親近武將=郭淮	剛膽	男
10341	341	曹仁	89,86,56,46,76	ASCACC	168	223	187	skill-029	collected	rlu-officers	父親=20 31；親近武將=夏侯淵；親近武將_2=夏侯惇；親近武將_3=牛金；親近武將_4=曹洪	剛膽	男
10342	342	曹性	54,74,38,27,39	CCABCC	163	198	184	none	collected	rlu-officers	原表空白	豬突	男
10344	344	曹爽	39,33,30,66,51	CCCBCC	207	249	221	none	collected	rlu-officers	父親=曹真；親近武將=夏侯玄；親近武將_2=夏侯霸；親近武將_3=毌丘儉；親近武將_4=諸葛誕；厭惡武將=司馬懿	小心	男
10345	345	曹沖	31,21,85,79,83	CCCCAB	196	208	207	skill-096	collected	rlu-officers	父親=曹操	冷靜	男
10346	346	臧霸	74,75,52,56,71	ABCACC	165	231	184	skill-095	collected	rlu-officers	親近武將=孫觀	豬突	男
10347	347	曹丕	70,71,83,86,82	BBABCC	187	226	200	skill-050	collected	rlu-officers	父親=曹操；母親=卞氏；親近武將=夏侯尚；親近武將_2=吳質；親近武將_3=司馬懿；親近武將_4=陳群；親近武將_5=孟達；厭惡武將=王忠；厭惡武將_2=何晏；厭惡武將_3=曹洪；厭惡武將_4=曹植	冷靜	男
10348	348	曹豹	54,69,32,21,26	BCBBCC	151	196	184	none	collected	rlu-officers	原表空白	小心	男
10349	349	曹芳	5,3,27,48,72	CCCCCC	232	274	239	none	collected	rlu-officers	父親=曹叡	小心	男
10350	350	曹髦	54,61,59,75,80	ACCBCC	241	260	253	skill-030	collected	rlu-officers	父親=20 33；親近武將=曹操	豬突	男
10351	351	曹熊	9,5,52,64,68	CCCCCC	194	220	209	none	collected	rlu-officers	父親=曹操；母親=卞氏	小心	男
10352	352	沮鵠	55,51,66,67,72	CCBBCC	184	204	198	none	collected	rlu-officers	父親=沮授	冷靜	男
10353	353	沮授	78,35,90,89,74	BBAAAC	156	201	184	none	collected	rlu-officers	原表空白	冷靜	男
10354	354	蘇飛	69,63,66,62,63	CABCCA	172	221	191	none	collected	rlu-officers	親近武將=甘寧	冷靜	男
10355	355	祖茂	70,71,62,53,65	CACBCA	155	190	184	none	collected	rlu-officers	親近武將=孫堅	剛膽	男
10356	356	蘇由	50,59,49,41,49	CBBCCC	164	210	184	none	collected	rlu-officers	原表空白	小心	男
10357	357	孫異	69,71,55,62,61	BBACBA	223	272	237	none	collected	rlu-officers	父親=孫韶	剛膽	男
10358	358	孫和	31,39,68,71,76	CCABCA	224	253	238	none	collected	rlu-officers	父親=孫權；親近武將=闞澤；親近武將_2=孫登；厭惡武將=孫魯班	剛膽	男
10359	359	孫桓	82,73,72,68,78	BASCBA	197	228	216	skill-029	collected	rlu-officers	父親=20 34	冷靜	男
10360	360	孫觀	72,78,51,39,66	BCCABC	166	217	184	skill-095	collected	rlu-officers	親近武將=臧霸	豬突	男
10361	361	孫冀	60,67,51,60,66	BBBCCA	227	278	246	none	collected	rlu-officers	原表空白	小心	男
10362	362	孫休	57,39,78,75,81	CCCCCA	235	264	249	none	collected	rlu-officers	父親=孫權；親近武將=張布；親近武將_2=濮陽興；厭惡武將=孫綝	冷靜	男
10363	363	孫匡	52,46,44,65,56	BBBCCA	186	207	200	none	collected	rlu-officers	父親=孫堅	小心	男
10364	364	孫歆	66,69,35,38,36	BCBCCA	235	280	249	none	collected	rlu-officers	父親=20 41	剛膽	男
10365	365	孫堅	93,90,74,73,91	SSCACS	156	192	184	skill-023	collected	rlu-officers	父親=20 36；親近武將=韓當；親近武將_2=黃蓋；親近武將_3=程普；厭惡武將=董卓	剛膽	男
10366	366	孫乾	34,33,78,84,84	CCCCBC	165	215	184	skill-086	collected	rlu-officers	親近武將=簡雍；親近武將_2=糜竺	冷靜	男
10368	368	孫皓	13,28,31,6,3	CCCCCC	242	284	253	none	collected	rlu-officers	父親=孫和；親近武將=岑昏；厭惡武將=韋昭；厭惡武將_2=步闡；厭惡武將_3=留平；厭惡武將_4=樓玄	小心	男
10369	369	孫皎	77,72,66,71,73	BAACAA	181	219	200	skill-007	collected	rlu-officers	父親=孫靜；親近武將=孫策	豬突	男
10370	370	孫策	92,92,69,70,92	SABSAS	175	200	189	skill-039	collected	rlu-officers	父親=孫堅；親近武將=周瑜；親近武將_2=孫尚香；親近武將_3=大喬；親近武將_4=太史慈；厭惡武將=劉勳	豬突	男
10371	371	孫氏	23,22,62,72,80	CCBCCA	188	250	203	skill-098	collected	rlu-officers	父親=孫策；親近武將=陸遜	小心	女
10372	372	孫秀	55,51,53,57,68	BCACCA	235	299	249	none	collected	rlu-officers	父親=20 37；厭惡武將=孫皓	小心	男
10373	373	孫峻	64,70,65,26,11	BCBCCB	219	256	238	none	collected	rlu-officers	父親=20 38；親近武將=孫魯班；親近武將_2=文欽；厭惡武將=諸葛恪	小心	男
10374	374	孫韶	80,79,75,69,74	BACACS	188	241	207	skill-004	collected	rlu-officers	父親=20 35	豬突	男
10375	375	孫尚香	72,86,67,63,86	ABSBCS	193	222	207	skill-036	collected	rlu-officers	父親=孫堅；親近武將=吳國太；親近武將_2=小喬；親近武將_3=孫策；親近武將_4=大喬；親近武將_5=劉備	豬突	女
10376	376	孫震	67,70,48,44,54	BACCBC	234	280	253	none	collected	rlu-officers	父親=20 41	剛膽	男
10377	377	孫靜	66,53,72,71,72	CCBCBA	160	206	184	none	collected	rlu-officers	父親=20 36	冷靜	男
10378	378	孫仲	62,71,36,8,14	BCCBCC	154	184	184	none	collected	rlu-officers	原表空白	豬突	男
10379	379	孫綝	25,39,65,17,7	BCCCCB	231	258	250	none	collected	rlu-officers	父親=20 39；厭惡武將=王惇；厭惡武將_2=朱異；厭惡武將_3=滕胤；厭惡武將_4=呂據	小心	男
10380	380	孫登	62,37,79,80,87	BBACAA	209	241	223	skill-096	collected	rlu-officers	父親=孫權；親近武將=顧譚；親近武將_2=諸葛恪；親近武將_3=孫和；親近武將_4=張休；親近武將_5=陳表	冷靜	男
10381	381	孫瑜	77,70,68,69,78	ABABAS	177	215	191	skill-093	collected	rlu-officers	父親=孫靜	冷靜	男
10382	382	孫翊	67,78,27,16,45	ACCACA	184	204	198	skill-038	collected	rlu-officers	父親=孫堅；親近武將=徐氏；親近武將_2=孫策	豬突	男
10383	383	孫亮	21,7,70,76,70	CCBCCB	243	260	253	none	collected	rlu-officers	父親=孫權；親近武將=孫魯班	冷靜	男
10384	384	孫禮	78,81,62,73,74	BACABC	180	250	204	skill-051	collected	rlu-officers	原表空白	剛膽	男
10385	385	孫朗	34,43,30,40,45	CCBCBB	187	226	201	none	collected	rlu-officers	父親=孫堅	小心	男
10386	386	孫魯班	26,28,72,64,68	CBCCCA	202	250	216	skill-030	collected	rlu-officers	父親=孫權；親近武將=孫峻；親近武將_2=孫亮；厭惡武將=孫和	剛膽	女
10387	387	大喬	17,11,72,78,92	CCBCCA	177	210	194	skill-075	collected	rlu-officers	父親=橋玄；親近武將=小喬；親近武將_2=孫策；親近武將_3=孫尚香	冷靜	女
10388	388	太史享	57,66,48,59,60	CBCBCB	189	246	207	none	collected	rlu-officers	父親=太史慈	剛膽	男
10390	390	帶來洞主	51,53,53,43,62	CBBCCC	195	249	217	skill-094	collected	rlu-officers	父親=20 19	小心	男
10391	391	戴陵	70,75,39,48,50	BCCACC	199	258	218	none	collected	rlu-officers	原表空白	豬突	男
10392	392	朵思大王	62,59,70,54,47	CBACCC	186	225	217	skill-008	collected	rlu-officers	原表空白	冷靜	男
