officerId	targetId	kind	field	raw	source
10362	10562	LIKE	親近武將_2	濮陽興	rlu-officers
10363	10365	FATHER	父親	孫堅	rlu-officers
10365	10116	LIKE	親近武將	韓當	rlu-officers
10365	10163	LIKE	親近武將_2	黃蓋	rlu-officers
10365	10466	LIKE	親近武將_3	程普	rlu-officers
10365	10493	DISLIKE	厭惡武將	董卓	rlu-officers
10366	10122	LIKE	親近武將	簡雍	rlu-officers
10366	10532	LIKE	親近武將_2	糜竺	rlu-officers
10368	10001	DISLIKE	厭惡武將	韋昭	rlu-officers
10368	10299	LIKE	親近武將	岑昏	rlu-officers
10368	10358	FATHER	父親	孫和	rlu-officers
10368	10565	DISLIKE	厭惡武將_2	步闡	rlu-officers
10368	10638	DISLIKE	厭惡武將_3	留平	rlu-officers
10368	10666	DISLIKE	厭惡武將_4	樓玄	rlu-officers
10369	10370	LIKE	親近武將	孫策	rlu-officers
10369	10377	FATHER	父親	孫靜	rlu-officers
10370	3001	LIKE	親近武將	周瑜	rlu-officers
10370	3004	LIKE	親近武將_4	太史慈	rlu-officers
10370	10365	FATHER	父親	孫堅	rlu-officers
10370	10375	LIKE	親近武將_2	孫尚香	rlu-officers
10370	10387	LIKE	親近武將_3	大喬	rlu-officers
10370	10619	DISLIKE	厭惡武將	劉勳	rlu-officers
10371	10370	FATHER	父親	孫策	rlu-officers
10371	10602	LIKE	親近武將	陸遜	rlu-officers
10372	10368	DISLIKE	厭惡武將	孫皓	rlu-officers
10373	10280	DISLIKE	厭惡武將	諸葛恪	rlu-officers
10373	10386	LIKE	親近武將	孫魯班	rlu-officers
10373	10543	LIKE	親近武將_2	文欽	rlu-officers
10375	1000	LIKE	親近武將_5	劉備	rlu-officers
10375	10198	LIKE	親近武將	吳國太	rlu-officers
10375	10266	LIKE	親近武將_2	小喬	rlu-officers
10375	10365	FATHER	父親	孫堅	rlu-officers
10375	10370	LIKE	親近武將_3	孫策	rlu-officers
10375	10387	LIKE	親近武將_4	大喬	rlu-officers
10379	10044	DISLIKE	厭惡武將	王惇	rlu-officers
10379	10237	DISLIKE	厭惡武將_2	朱異	rlu-officers
10379	10478	DISLIKE	厭惡武將_3	滕胤	rlu-officers
10379	10654	DISLIKE	厭惡武將_4	呂據	rlu-officers
10380	3000	FATHER	父親	孫權	rlu-officers
10380	10206	LIKE	親近武將	顧譚	rlu-officers
10380	10280	LIKE	親近武將_2	諸葛恪	rlu-officers
10380	10358	LIKE	親近武將_3	孫和	rlu-officers
10380	10405	LIKE	親近武將_4	張休	rlu-officers
10380	10457	LIKE	親近武將_5	陳表	rlu-officers
10381	10377	FATHER	父親	孫靜	rlu-officers
10382	10291	LIKE	親近武將	徐氏	rlu-officers
10382	10365	FATHER	父親	孫堅	rlu-officers
10382	10370	LIKE	親近武將_2	孫策	rlu-officers
10383	3000	FATHER	父親	孫權	rlu-officers
10383	10386	LIKE	親近武將	孫魯班	rlu-officers
10385	10365	FATHER	父親	孫堅	rlu-officers
10386	3000	FATHER	父親	孫權	rlu-officers
10386	10358	DISLIKE	厭惡武將	孫和	rlu-officers
10386	10373	LIKE	親近武將	孫峻	rlu-officers
10386	10383	LIKE	親近武將_2	孫亮	rlu-officers
10387	10266	LIKE	親近武將	小喬	rlu-officers
10387	10370	LIKE	親近武將_2	孫策	rlu-officers
10387	10375	LIKE	親近武將_3	孫尚香	rlu-officers
10388	3004	FATHER	父親	太史慈	rlu-officers
10394	10217	LIKE	親近武將	蔡氏	rlu-officers
10394	10219	LIKE	親近武將_2	蔡瑁	rlu-officers
10401	10451	LIKE	親近武將	陳壽	rlu-officers
10404	2003	LIKE	親近武將	夏侯淵	rlu-officers
10404	10276	LIKE	親近武將_2	鍾繇	rlu-officers
10405	10206	LIKE	親近武將	顧譚	rlu-officers
10405	10280	LIKE	親近武將_2	諸葛恪	rlu-officers
10405	10380	LIKE	親近武將_3	孫登	rlu-officers
10405	10419	FATHER	父親	張昭	rlu-officers
10405	10457	LIKE	親近武將_4	陳表	rlu-officers
10409	2004	FATHER	父親	張遼	rlu-officers
10409	10070	LIKE	親近武將	樂綝	rlu-officers
10410	10211	LIKE	親近武將	顧雍	rlu-officers
10410	10370	LIKE	親近武將_2	孫策	rlu-officers
10411	10071	DISLIKE	厭惡武將	郭圖	rlu-officers
10411	10191	LIKE	親近武將	高覽	rlu-officers
10411	10225	LIKE	親近武將_2	司馬懿	rlu-officers
10412	1003	FATHER	父親	趙雲	rlu-officers
10414	10310	SPOUSE	配偶	鄒氏	rlu-officers
10415	10060	LIKE	親近武將	賈詡	rlu-officers
10416	10082	LIKE	親近武將	夏侯玄	rlu-officers
10416	10101	LIKE	親近武將_2	毌丘儉	rlu-officers
10416	10288	LIKE	親近武將_3	諸葛誕	rlu-officers
10416	10344	LIKE	親近武將_4	曹爽	rlu-officers
10416	10404	FATHER	父親	張既	rlu-officers
10417	10434	FATHER	父親	張苞	rlu-officers
10419	10370	LIKE	親近武將	孫策	rlu-officers
10419	10564	DISLIKE	厭惡武將	步騭	rlu-officers
10420	1000	LIKE	親近武將_4	劉備	rlu-officers
10420	10556	LIKE	親近武將	法正	rlu-officers
10420	10570	LIKE	親近武將_2	孟達	rlu-officers
10420	10582	LIKE	親近武將_3	楊修	rlu-officers
10421	1002	FATHER	父親	張飛	rlu-officers
10422	10157	LIKE	親近武將	嚴畯	rlu-officers
10422	10282	LIKE	親近武將_2	諸葛瑾	rlu-officers
10422	10419	FATHER	父親	張昭	rlu-officers
10422	10564	LIKE	親近武將_3	步騭	rlu-officers
10422	10668	LIKE	親近武將_4	魯淑	rlu-officers
10423	1000	DISLIKE	厭惡武將	劉備	rlu-officers
10424	10025	FATHER	父親	王允	rlu-officers
10424	10660	LIKE	親近武將	呂布	rlu-officers
10426	1003	FATHER	父親	趙雲	rlu-officers
10430	10018	LIKE	親近武將	袁紹	rlu-officers
10430	10446	LIKE	親近武將_2	陳宮	rlu-officers
10433	10362	LIKE	親近武將	孫休	rlu-officers
10433	10562	LIKE	親近武將_2	濮陽興	rlu-officers
10434	1002	FATHER	父親	張飛	rlu-officers
10434	10107	LIKE	親近武將	關興	rlu-officers
10441	1001	LIKE	親近武將_2	關羽	rlu-officers
10441	10046	LIKE	親近武將	王甫	rlu-officers
10441	10121	LIKE	親近武將_3	關平	rlu-officers
10442	10624	DISLIKE	厭惡武將	劉璋	rlu-officers
10444	10559	LIKE	親近武將	鮑隆	rlu-officers
10446	10169	DISLIKE	厭惡武將	高順	rlu-officers
10446	10430	LIKE	親近武將_2	張邈	rlu-officers
10446	10660	LIKE	親近武將	呂布	rlu-officers
10447	10016	DISLIKE	厭惡武將	袁術	rlu-officers
10447	10370	DISLIKE	厭惡武將_2	孫策	rlu-officers
10447	10455	LIKE	親近武將	陳登	rlu-officers
10448	10202	LIKE	親近武將	吳質	rlu-officers
10448	10225	LIKE	親近武將_2	司馬懿	rlu-officers
10448	10347	LIKE	親近武將_3	曹丕	rlu-officers
10449	1000	LIKE	親近武將	劉備	rlu-officers
10449	10660	DISLIKE	厭惡武將	呂布	rlu-officers
10450	10447	FATHER	父親	陳矯	rlu-officers
10451	10401	LIKE	親近武將	張華	rlu-officers
10452	1004	DISLIKE	厭惡武將	諸葛亮	rlu-officers
10452	10124	LIKE	親近武將	魏延	rlu-officers
10454	10227	LIKE	親近武將	司馬師	rlu-officers
10454	10228	LIKE	親近武將_2	司馬昭	rlu-officers
10454	10261	LIKE	親近武將_4	鍾毓	rlu-officers
10454	10448	FATHER	父親	陳群	rlu-officers
10454	10481	LIKE	親近武將_3	鄧艾	rlu-officers
10454	10537	LIKE	親近武將_5	傅嘏	rlu-officers
10455	1000	LIKE	親近武將_2	劉備	rlu-officers
10455	10447	LIKE	親近武將	陳矯	rlu-officers
10455	10449	FATHER	父親	陳珪	rlu-officers
10455	10660	DISLIKE	厭惡武將	呂布	rlu-officers
10456	1003	LIKE	親近武將	趙雲	rlu-officers
10457	10206	LIKE	親近武將	顧譚	rlu-officers
10457	10280	LIKE	親近武將_2	諸葛恪	rlu-officers
10457	10380	LIKE	親近武將_3	孫登	rlu-officers
10457	10405	LIKE	親近武將_4	張休	rlu-officers
10457	10458	FATHER	父親	陳武	rlu-officers
10459	10593	LIKE	親近武將	雷薄	rlu-officers
10460	10033	LIKE	親近武將	王粲	rlu-officers
10460	10339	LIKE	親近武將_2	曹植	rlu-officers
10461	2002	LIKE	親近武將_2	荀彧	rlu-officers
10461	2005	LIKE	親近武將	郭嘉	rlu-officers
10463	10339	LIKE	親近武將	曹植	rlu-officers
10465	10493	DISLIKE	厭惡武將	董卓	rlu-officers
10466	3001	LIKE	親近武將_3	周瑜	rlu-officers
10466	10116	LIKE	親近武將	韓當	rlu-officers
10466	10163	LIKE	親近武將_2	黃蓋	rlu-officers
10466	10365	LIKE	親近武將_4	孫堅	rlu-officers
10467	10461	FATHER	父親	程昱	rlu-officers
10469	10294	LIKE	親近武將	徐盛	rlu-officers
10471	2000	LIKE	親近武將_4	曹操	rlu-officers
10471	2001	LIKE	親近武將	夏侯惇	rlu-officers
10471	10144	LIKE	親近武將_2	許褚	rlu-officers
10471	10335	LIKE	親近武將_3	曹昂	rlu-officers
10473	10481	DISLIKE	厭惡武將	鄧艾	rlu-officers
10474	10018	DISLIKE	厭惡武將	袁紹	rlu-officers
10474	10180	DISLIKE	厭惡武將_2	公孫瓚	rlu-officers
10475	10303	DISLIKE	厭惡武將	審配	rlu-officers
10475	10552	DISLIKE	厭惡武將_2	逢紀	rlu-officers
10476	10471	FATHER	父親	典韋	rlu-officers
10477	1000	LIKE	親近武將	劉備	rlu-officers
10478	10280	DISLIKE	厭惡武將	諸葛恪	rlu-officers
10478	10379	DISLIKE	厭惡武將_2	孫綝	rlu-officers
10479	10167	DISLIKE	厭惡武將	黃皓	rlu-officers
10479	10480	FATHER	父親	董和	rlu-officers
10479	10528	LIKE	親近武將	費禕	rlu-officers
10481	10243	LIKE	親近武將	州泰	rlu-officers
10481	10263	DISLIKE	厭惡武將	鍾會	rlu-officers
10481	10316	LIKE	親近武將_2	石苞	rlu-officers
10481	10454	LIKE	親近武將_3	陳泰	rlu-officers
10486	10136	LIKE	親近武將	姜維	rlu-officers
10493	10424	LIKE	親近武將	貂蟬	rlu-officers
10493	10604	LIKE	親近武將_2	李儒	rlu-officers
10494	10481	FATHER	父親	鄧艾	rlu-officers
10496	10000	LIKE	親近武將	阿會喃	rlu-officers
10496	10148	LIKE	親近武將_2	金環三結	rlu-officers
10501	10577	LIKE	親近武將	羊祜	rlu-officers
10503	10241	LIKE	親近武將	周倉	rlu-officers
10504	10089	LIKE	親近武將	賈充	rlu-officers
10504	10226	LIKE	親近武將_2	司馬炎	rlu-officers
10505	1003	LIKE	親近武將	趙雲	rlu-officers
10505	2000	DISLIKE	厭惡武將	曹操	rlu-officers
10505	10512	LIKE	親近武將_2	馬岱	rlu-officers
10505	10515	LIKE	親近武將_3	馬超	rlu-officers
10505	10517	FATHER	父親	馬騰	rlu-officers
10505	10517	LIKE	親近武將_4	馬騰	rlu-officers
10507	2000	DISLIKE	厭惡武將	曹操	rlu-officers
10507	10505	LIKE	親近武將	馬雲騄	rlu-officers
10507	10512	LIKE	親近武將_5	馬岱	rlu-officers
10507	10515	LIKE	親近武將_3	馬超	rlu-officers
10507	10516	LIKE	親近武將_4	馬鐵	rlu-officers
10507	10517	FATHER	父親	馬騰	rlu-officers
10507	10517	LIKE	親近武將_2	馬騰	rlu-officers
10511	1004	LIKE	親近武將_3	諸葛亮	rlu-officers
10511	10002	LIKE	親近武將	伊籍	rlu-officers
10511	10278	LIKE	親近武將_2	向朗	rlu-officers
10512	2000	DISLIKE	厭惡武將	曹操	rlu-officers
10512	10505	LIKE	親近武將	馬雲騄	rlu-officers
10512	10507	LIKE	親近武將_2	馬休	rlu-officers
10512	10515	LIKE	親近武將_3	馬超	rlu-officers
10512	10516	LIKE	親近武將_4	馬鐵	rlu-officers
10512	10517	LIKE	親近武將_5	馬騰	rlu-officers
10515	2000	DISLIKE	厭惡武將_2	曹操	rlu-officers
10515	10505	LIKE	親近武將	馬雲騄	rlu-officers
10515	10507	LIKE	親近武將_2	馬休	rlu-officers
10515	10512	LIKE	親近武將_5	馬岱	rlu-officers
10515	10516	LIKE	親近武將_4	馬鐵	rlu-officers
10515	10517	FATHER	父親	馬騰	rlu-officers
10515	10588	DISLIKE	厭惡武將	楊柏	rlu-officers
10515	10597	LIKE	親近武將_3	李恢	rlu-officers
10516	2000	DISLIKE	厭惡武將	曹操	rlu-officers
10516	10505	LIKE	親近武將	馬雲騄	rlu-officers
10516	10507	LIKE	親近武將_2	馬休	rlu-officers
10516	10512	LIKE	親近武將_5	馬岱	rlu-officers
10516	10515	LIKE	親近武將_3	馬超	rlu-officers
10516	10517	FATHER	父親	馬騰	rlu-officers
10516	10517	LIKE	親近武將_4	馬騰	rlu-officers
10517	2000	DISLIKE	厭惡武將	曹操	rlu-officers
10517	10505	LIKE	親近武將	馬雲騄	rlu-officers
10517	10507	LIKE	親近武將_2	馬休	rlu-officers
10517	10512	LIKE	親近武將_5	馬岱	rlu-officers
10517	10515	LIKE	親近武將_3	馬超	rlu-officers
10517	10516	LIKE	親近武將_4	馬鐵	rlu-officers
10519	1004	LIKE	親近武將_2	諸葛亮	rlu-officers
10519	10002	LIKE	親近武將	伊籍	rlu-officers
10520	10368	LIKE	親近武將	孫皓	rlu-officers
10522	1003	LIKE	親近武將	趙雲	rlu-officers
10525	10109	LIKE	親近武將	韓遂	rlu-officers
10528	10479	LIKE	親近武將	董允	rlu-officers
10532	10122	LIKE	親近武將	簡雍	rlu-officers
10532	10366	LIKE	親近武將_2	孫乾	rlu-officers
10533	1001	DISLIKE	厭惡武將	關羽	rlu-officers
10533	10538	LIKE	親近武將	傅士仁	rlu-officers
10537	10256	LIKE	親近武將	荀顗	rlu-officers
10537	10261	LIKE	親近武將_2	鍾毓	rlu-officers
10537	10454	LIKE	親近武將_3	陳泰	rlu-officers
10538	1001	DISLIKE	厭惡武將	關羽	rlu-officers
10538	10151	LIKE	親近武將	虞翻	rlu-officers
10539	10136	LIKE	親近武將	姜維	rlu-officers
10539	10541	FATHER	父親	傅彤	rlu-officers
10542	1003	LIKE	親近武將	趙雲	rlu-officers
10542	10543	FATHER	父親	文欽	rlu-officers
10543	10004	LIKE	親近武將	尹大目	rlu-officers
10543	10237	DISLIKE	厭惡武將	朱異	rlu-officers
10543	10288	DISLIKE	厭惡武將_2	諸葛誕	rlu-officers
10543	10373	LIKE	親近武將_2	孫峻	rlu-officers
10544	10543	FATHER	父親	文欽	rlu-officers
10545	10123	LIKE	親近武將	顏良	rlu-officers
10548	2000	SPOUSE	配偶	曹操	rlu-officers
10550	1001	DISLIKE	厭惡武將_2	關羽	rlu-officers
10550	10096	DISLIKE	厭惡武將	關彝	rlu-officers
10550	10107	DISLIKE	厭惡武將_3	關興	rlu-officers
10550	10115	DISLIKE	厭惡武將_4	關統	rlu-officers
10550	10558	FATHER	父親	龐德	rlu-officers
10552	10303	DISLIKE	厭惡武將	審配	rlu-officers
10552	10475	DISLIKE	厭惡武將_2	田豐	rlu-officers
10554	10094	LIKE	親近武將	花鬘	rlu-officers
10554	10108	LIKE	親近武將_2	關索	rlu-officers
10555	2000	LIKE	親近武將	曹操	rlu-officers
10556	1000	LIKE	親近武將_4	劉備	rlu-officers
10556	1005	LIKE	親近武將	黃忠	rlu-officers
10556	10420	LIKE	親近武將_2	張松	rlu-officers
10556	10570	LIKE	親近武將_3	孟達	rlu-officers
10557	1002	LIKE	親近武將_2	張飛	rlu-officers
10557	10151	LIKE	親近武將	虞翻	rlu-officers
10557	10601	LIKE	親近武將_3	陸績	rlu-officers
10559	10444	LIKE	親近武將	陳應	rlu-officers
10560	10564	FATHER	父親	步騭	rlu-officers
10562	10362	LIKE	親近武將	孫休	rlu-officers
10562	10433	LIKE	親近武將_2	張布	rlu-officers
10564	10157	LIKE	親近武將	嚴畯	rlu-officers
10564	10282	LIKE	親近武將_2	諸葛瑾	rlu-officers
10564	10419	DISLIKE	厭惡武將	張昭	rlu-officers
10564	10422	LIKE	親近武將_3	張承	rlu-officers
10565	10564	FATHER	父親	步騭	rlu-officers
10566	10567	LIKE	親近武將	毛玠	rlu-officers
10566	10641	LIKE	親近武將_2	劉曄	rlu-officers
10566	10655	LIKE	親近武將_3	呂虔	rlu-officers
10567	10566	LIKE	親近武將	滿寵	rlu-officers
10567	10655	LIKE	親近武將_2	呂虔	rlu-officers
10568	10248	LIKE	親近武將	祝融	rlu-officers
10570	10083	LIKE	親近武將	夏侯尚	rlu-officers
10570	10099	LIKE	親近武將_2	桓階	rlu-officers
10570	10297	DISLIKE	厭惡武將	申儀	rlu-officers
10570	10302	DISLIKE	厭惡武將_2	申耽	rlu-officers
10570	10420	LIKE	親近武將_3	張松	rlu-officers
10570	10556	LIKE	親近武將_4	法正	rlu-officers
10570	10603	LIKE	親近武將_5	李嚴	rlu-officers
10570	10640	DISLIKE	厭惡武將_3	劉封	rlu-officers
10573	10188	LIKE	親近武將	高沛	rlu-officers
10575	1004	LIKE	親近武將	諸葛亮	rlu-officers
10575	10124	DISLIKE	厭惡武將	魏延	rlu-officers
10575	10633	DISLIKE	厭惡武將_2	劉巴	rlu-officers
10577	10501	LIKE	親近武將	杜預	rlu-officers
10577	10600	LIKE	親近武將_2	陸抗	rlu-officers
10582	10190	LIKE	親近武將	孔融	rlu-officers
10582	10339	LIKE	親近武將_2	曹植	rlu-officers
10582	10420	LIKE	親近武將_3	張松	rlu-officers
10588	10515	DISLIKE	厭惡武將	馬超	rlu-officers
10589	10515	DISLIKE	厭惡武將	馬超	rlu-officers
10592	1002	LIKE	親近武將_2	張飛	rlu-officers
10592	10212	LIKE	親近武將	吳蘭	rlu-officers
10593	10459	LIKE	親近武將	陳蘭	rlu-officers
10597	10515	LIKE	親近武將	馬超	rlu-officers
10600	10577	LIKE	親近武將	羊祜	rlu-officers
10600	10602	FATHER	父親	陸遜	rlu-officers
10601	10151	LIKE	親近武將	虞翻	rlu-officers
10601	10557	LIKE	親近武將_2	龐統	rlu-officers
10602	3005	LIKE	親近武將_3	呂蒙	rlu-officers
10602	10113	LIKE	親近武將	闞澤	rlu-officers
10602	10371	LIKE	親近武將_2	孫氏	rlu-officers
10603	1004	LIKE	親近武將	諸葛亮	rlu-officers
10603	10570	LIKE	親近武將_2	孟達	rlu-officers
10604	10493	LIKE	親近武將	董卓	rlu-officers
10605	10660	LIKE	親近武將	呂布	rlu-officers
10606	10344	LIKE	親近武將	曹爽	rlu-officers
10609	2004	LIKE	親近武將_2	張遼	rlu-officers
10609	10069	LIKE	親近武將	樂進	rlu-officers
10611	10603	FATHER	父親	李嚴	rlu-officers
10612	10082	LIKE	親近武將	夏侯玄	rlu-officers
10612	10101	LIKE	親近武將_2	毌丘儉	rlu-officers
10612	10288	LIKE	親近武將_3	諸葛誕	rlu-officers
10612	10344	LIKE	親近武將_4	曹爽	rlu-officers
10612	10416	LIKE	親近武將_5	張緝	rlu-officers
10615	10618	FATHER	父親	劉虞	rlu-officers
10617	10636	FATHER	父親	劉表	rlu-officers
10618	10180	DISLIKE	厭惡武將	公孫瓚	rlu-officers
10620	10632	FATHER	父親	劉度	rlu-officers
10621	10651	LIKE	親近武將	凌統	rlu-officers
10622	10017	LIKE	親近武將	袁尚	rlu-officers
10622	10018	SPOUSE	配偶	袁紹	rlu-officers
10623	10624	FATHER	父親	劉璋	rlu-officers
10624	10442	DISLIKE	厭惡武將	張魯	rlu-officers
10624	10614	FATHER	父親	劉焉	rlu-officers
10627	1000	LIKE	親近武將	劉備	rlu-officers
10627	10629	FATHER	父親	劉禪	rlu-officers
10628	10629	FATHER	父親	劉禪	rlu-officers
10629	1000	FATHER	父親	劉備	rlu-officers
10629	10167	LIKE	親近武將	黃皓	rlu-officers
10630	10217	LIKE	親近武將	蔡氏	rlu-officers
10630	10219	LIKE	親近武將_2	蔡瑁	rlu-officers
10630	10636	FATHER	父親	劉表	rlu-officers
10633	1002	DISLIKE	厭惡武將	張飛	rlu-officers
10633	10575	DISLIKE	厭惡武將_2	楊儀	rlu-officers
10634	1005	LIKE	親近武將	黃忠	rlu-officers
10636	10175	LIKE	親近武將	黃祖	rlu-officers
10638	10621	FATHER	父親	留贊	rlu-officers
10639	10139	LIKE	親近武將	龔都	rlu-officers
10640	1000	FATHER	父親	劉備	rlu-officers
10640	10121	LIKE	親近武將	關平	rlu-officers
10640	10570	DISLIKE	厭惡武將	孟達	rlu-officers
10641	2005	LIKE	親近武將	郭嘉	rlu-officers
10641	10566	LIKE	親近武將_2	滿寵	rlu-officers
10641	10655	LIKE	親近武將_3	呂虔	rlu-officers
10643	10621	FATHER	父親	留贊	rlu-officers
10645	1001	LIKE	親近武將	關羽	rlu-officers
10645	10121	LIKE	親近武將_2	關平	rlu-officers
10649	10003	LIKE	親近武將	尹賞	rlu-officers
10649	10136	LIKE	親近武將_2	姜維	rlu-officers
10651	3003	LIKE	親近武將	甘寧	rlu-officers
10651	10621	LIKE	親近武將_2	留贊	rlu-officers
10651	10650	FATHER	父親	凌操	rlu-officers
10652	1004	DISLIKE	厭惡武將	諸葛亮	rlu-officers
10653	10031	LIKE	親近武將	王伉	rlu-officers
10654	10379	DISLIKE	厭惡武將	孫綝	rlu-officers
10654	10659	FATHER	父親	呂範	rlu-officers
10655	10038	LIKE	親近武將	王祥	rlu-officers
10655	10566	LIKE	親近武將_2	滿寵	rlu-officers
10655	10567	LIKE	親近武將_3	毛玠	rlu-officers
10655	10641	LIKE	親近武將_4	劉曄	rlu-officers
10660	1001	DISLIKE	厭惡武將	關羽	rlu-officers
10660	1002	DISLIKE	厭惡武將_2	張飛	rlu-officers
10660	2004	LIKE	親近武將_3	張遼	rlu-officers
10660	10169	LIKE	親近武將	高順	rlu-officers
10660	10424	LIKE	親近武將_2	貂蟬	rlu-officers
10660	10446	LIKE	親近武將_4	陳宮	rlu-officers
10662	10660	FATHER	父親	呂布	rlu-officers
10662	10660	LIKE	親近武將	呂布	rlu-officers
10668	3002	FATHER	父親	魯肅	rlu-officers
10668	10422	LIKE	親近武將	張承	rlu-officers
10669	1000	LIKE	親近武將_2	劉備	rlu-officers
10669	10180	LIKE	親近武將	公孫瓚	rlu-officers
10669	10493	DISLIKE	厭惡武將	董卓	rlu-officers
