scenario	id	name	kind	asset	yaw	scale	damage	status
guandu-200	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
guandu-200	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
guandu-200	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
guandu-200	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
guandu-200	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
guandu-200	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
guandu-200	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20000	襄平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20001	北平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20002	薊	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20003	南皮	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20004	平原	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20005	晉陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20006	鄴	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20007	北海	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20019	安定	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20020	天水	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20021	武威	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
chibi-207	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
chibi-207	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
chibi-207	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
chibi-207	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
chibi-207	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
chibi-207	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
chibi-207	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
chibi-207	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
chibi-207	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20000	襄平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20001	北平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20002	薊	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20003	南皮	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20004	平原	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20005	晉陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20006	鄴	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20007	北海	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20019	安定	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20020	天水	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20021	武威	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-250	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-250	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-250	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-250	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-250	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-250	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-250	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-250	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-250	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20000	襄平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20001	北平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20002	薊	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20003	南皮	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20004	平原	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20005	晉陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20006	鄴	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20007	北海	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20019	安定	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20020	天水	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20021	武威	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
heroes-mobile-sandbox	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
